post_id,baseline_category,baseline_confidence,refined_category,refined_confidence,change_type,confidence_delta,baseline_entities,refined_entities
3783352400821188189,drinks,0.85,drinks,0.828,CONFIDENCE_UPDATED,-0.022,"{""meal_type"": ""drinks"", ""cuisines"": [""italian"", ""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""breakfast"": [""breakfast""], ""lunch"": [""sandwich""], ""dinner"": [""date night""], ""dessert"": [""dessert""], ""drinks"": [""cocktail"", ""beer"", ""bar""]}, ""cuisine_evidence"": {""italian"": [""pizza""], ""coffee_cafe"": [""coffee"", ""espresso""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [], ""mentions"": [""atlantabeltline"", ""barana.atl"", ""burlesbar"", ""closecompanybar"", ""mondaynightgrove"", ""recuerdos.atl""], ""likes"": 1529, ""comments"": 80, ""video_views"": 13691}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.409, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.85, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""italian"", ""coffee_cafe""], ""newly_detected"": [], ""removed"": [""coffee_cafe"", ""italian""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.413, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.85, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3631120927904575697,drinks,0.95,drinks,0.928,CONFIDENCE_UPDATED,-0.022,"{""meal_type"": ""drinks"", ""cuisines"": [""american"", ""bbq"", ""bakery"", ""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""lunch"": [""sandwich""], ""dinner"": [""dinner""], ""drinks"": [""cocktail"", ""cocktails"", ""bar"", ""drink"", ""gin""]}, ""cuisine_evidence"": {""american"": [""burger""], ""bbq"": [""smoked""], ""bakery"": [""bakery"", ""bread""], ""coffee_cafe"": [""latte"", ""matcha""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atleats"", ""atlfoodie""], ""mentions"": [""atllovesmo"", ""avize.atl"", ""bar.avize"", ""redactedbasementdrinkparlor"", ""sammysatl"", ""summerhill_atl.""], ""likes"": 2397, ""comments"": 75, ""video_views"": 1368}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.496, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""american"", ""bbq"", ""bakery"", ""coffee_cafe""], ""newly_detected"": [], ""removed"": [""bbq"", ""coffee_cafe"", ""american"", ""bakery""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.505, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3492480289903973928,drinks,0.85,drinks,0.827,CONFIDENCE_UPDATED,-0.023,"{""meal_type"": ""drinks"", ""cuisines"": [""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""dinner"": [""date night""], ""drinks"": [""cocktail"", ""cocktails"", ""bar""]}, ""cuisine_evidence"": {""coffee_cafe"": [""matcha""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atldatenight"", ""atlfoodie""], ""mentions"": [""atllovesmo"", ""hotelgranada_atlanta"", ""maypeel_atlanta""], ""likes"": 2855, ""comments"": 57, ""video_views"": 21703}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.359, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.85, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""coffee_cafe""], ""newly_detected"": [], ""removed"": [""coffee_cafe""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.426, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.85, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3230790008906085340,drinks,0.95,drinks,0.927,CONFIDENCE_UPDATED,-0.023,"{""meal_type"": ""drinks"", ""cuisines"": [""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""dinner"": [""date night""], ""drinks"": [""cocktail"", ""cocktails"", ""bar"", ""drink"", ""drinks"", ""martini""]}, ""cuisine_evidence"": {""coffee_cafe"": [""espresso""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlanta"", ""atldatenight"", ""atldrinks"", ""atlfoodie""], ""mentions"": [""barpolitan"", ""boldmonkbrewing"", ""hotelclermont"", ""politanrow.colonysquare"", ""yalda.atl""], ""likes"": 1791, ""comments"": 68, ""video_views"": 14308}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.518, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""coffee_cafe""], ""newly_detected"": [], ""removed"": [""coffee_cafe""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.451, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3653321243064975044,drinks,0.95,drinks,0.927,CONFIDENCE_UPDATED,-0.023,"{""meal_type"": ""drinks"", ""cuisines"": [""american""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""dinner"": [""dinner""], ""drinks"": [""cocktail"", ""cocktails"", ""bar"", ""happy hour"", ""martini""]}, ""cuisine_evidence"": {""american"": [""burger"", ""hot dog""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atleats"", ""atlfoodie""], ""mentions"": [""atllovesmo"", ""avize.atl"", ""bar.avize"", ""resy""], ""likes"": 8284, ""comments"": 178, ""video_views"": 6006}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.506, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""american""], ""newly_detected"": [], ""removed"": [""american""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.461, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3403546036776277431,drinks,0.85,drinks,0.826,CONFIDENCE_UPDATED,-0.024,"{""meal_type"": ""drinks"", ""cuisines"": [""mexican"", ""italian""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""bar"", ""drink"", ""drinks""]}, ""cuisine_evidence"": {""mexican"": [""taco"", ""birria""], ""italian"": [""pizza""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atleats"", ""atlfoodie"", ""thingstodoinatl""], ""mentions"": [""42barandgrill"", ""atllovesmo"", ""theonlyharryyouknow""], ""likes"": 9051, ""comments"": 84, ""video_views"": 79728}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.327, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.85, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""mexican"", ""italian""], ""newly_detected"": [], ""removed"": [""mexican"", ""italian""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.408, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.85, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3417766903769474410,drinks,0.95,drinks,0.926,CONFIDENCE_UPDATED,-0.024,"{""meal_type"": ""drinks"", ""cuisines"": [""mediterranean"", ""bakery"", ""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""dinner"": [""dinner""], ""drinks"": [""cocktail"", ""cocktails"", ""wine"", ""bar""], ""snack"": [""quick bite""]}, ""cuisine_evidence"": {""mediterranean"": [""mediterranean"", ""hummus""], ""bakery"": [""pastry""], ""coffee_cafe"": [""coffee""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlantablog"", ""atlcoffee"", ""atldatenight"", ""atleats""], ""mentions"": [""atllovesmo"", ""elektraatl"", ""forthatlanta""], ""likes"": 5326, ""comments"": 84, ""video_views"": 37753}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.453, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [""mediterranean""], ""embedding_similarities"": {""mediterranean"": 0.402}, ""baseline_cuisines"": [""mediterranean"", ""bakery"", ""coffee_cafe""], ""newly_detected"": [], ""removed"": [""coffee_cafe"", ""bakery""], ""reason"": ""embedding_refined_cuisine_list""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.476, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3390979927116780084,drinks,0.95,drinks,0.926,CONFIDENCE_UPDATED,-0.024,"{""meal_type"": ""drinks"", ""cuisines"": [""bbq"", ""bakery""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""breakfast"": [""eggs""], ""brunch"": [""brunch""], ""dinner"": [""dinner""], ""dessert"": [""cake""], ""drinks"": [""cocktail"", ""cocktails"", ""wine"", ""beer"", ""bar"", ""happy hour""]}, ""cuisine_evidence"": {""bbq"": [""bbq"", ""brisket""], ""bakery"": [""bread""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlantaeats"", ""atlblog"", ""atlfoodie"", ""atlhappyhour""], ""mentions"": [""atllovesmo"", ""marcusbarandgrille"", ""marcuscooks""], ""likes"": 3330, ""comments"": 114, ""video_views"": 32766}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.558, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""bbq"", ""bakery""], ""newly_detected"": [], ""removed"": [""bbq"", ""bakery""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.364, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3496813031898582077,drinks,0.85,drinks,0.825,CONFIDENCE_UPDATED,-0.025,"{""meal_type"": ""drinks"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""dinner"": [""dinner"", ""date night""], ""drinks"": [""cocktail"", ""cocktails"", ""bar""]}, ""cuisine_evidence"": {}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atl"", ""atldatenight"", ""thingstodoinatlanta""], ""mentions"": [""atllovesmo"", ""storicofresco"", ""theblindpigparlourbar"", ""yebobeachhaus""], ""likes"": 1700, ""comments"": 59, ""video_views"": 10847}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.307, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.85, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.387, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.85, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3668125023924519305,drinks,0.95,drinks,0.925,CONFIDENCE_UPDATED,-0.025,"{""meal_type"": ""drinks"", ""cuisines"": [""italian"", ""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""dinner"": [""date night""], ""drinks"": [""cocktail"", ""cocktails"", ""wine"", ""bar""]}, ""cuisine_evidence"": {""italian"": [""pizza""], ""coffee_cafe"": [""coffee"", ""latte""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlbar"", ""atldatenight"", ""atlvinyl"", ""thingstodoinatlanta""], ""mentions"": [""atllovesmo"", ""lloydspizzaparty"", ""stereoatl""], ""likes"": 3502, ""comments"": 64, ""video_views"": 4497}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.448, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""italian"", ""coffee_cafe""], ""newly_detected"": [], ""removed"": [""coffee_cafe"", ""italian""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.435, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3509365884269318991,drinks,0.95,drinks,0.924,CONFIDENCE_UPDATED,-0.026,"{""meal_type"": ""drinks"", ""cuisines"": [""japanese""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, USA"", ""slug"": ""atlanta-usa""}, ""signals"": {""meal_evidence"": {""drinks"": [""cocktail"", ""cocktails"", ""bar"", ""drink"", ""drinks"", ""gin""]}, ""cuisine_evidence"": {""japanese"": [""omakase""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atldatenight"", ""atleats"", ""atlfoodie""], ""mentions"": [""atllovesmo"", ""muchachoatl"", ""resy."", ""tigersunatl""], ""likes"": 11196, ""comments"": 185, ""video_views"": 130145}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.385, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""japanese""], ""newly_detected"": [], ""removed"": [""japanese""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.479, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3807999009529871398,drinks,0.95,drinks,0.924,CONFIDENCE_UPDATED,-0.026,"{""meal_type"": ""drinks"", ""cuisines"": [""american"", ""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""cocktail"", ""cocktails"", ""bar"", ""margarita""]}, ""cuisine_evidence"": {""american"": [""burger""], ""coffee_cafe"": [""coffee"", ""espresso""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atleats"", ""atlfoodie""], ""mentions"": [""atllovesmo"", ""brasseriemargotatl"", ""fsatlanta"", ""midcity.atl"", ""thewestwoodatl""], ""likes"": 2767, ""comments"": 74, ""video_views"": 23998}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.426, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""american"", ""coffee_cafe""], ""newly_detected"": [], ""removed"": [""coffee_cafe"", ""american""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.442, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3269293782205080155,drinks,0.95,drinks,0.924,CONFIDENCE_UPDATED,-0.026,"{""meal_type"": ""drinks"", ""cuisines"": [""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""cocktail"", ""cocktails"", ""bar"", ""drink"", ""drinks"", ""martini""]}, ""cuisine_evidence"": {""coffee_cafe"": [""espresso""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlantaeats"", ""atlcocktails"", ""atldatenight"", ""atldrinks""], ""mentions"": [""atllovesmo"", ""barblancatlanta"", ""beetlecatatl"", ""bontonatlanta"", ""burlesbar"", ""elmalo.atl"", ""inmanpark"", ""islaandcoatl"", ""justkeepwaitingroom"", ""littlespiritatl"", ""thevictorianatlanta""], ""likes"": 1971, ""comments"": 78, ""video_views"": 20428}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.445, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""coffee_cafe""], ""newly_detected"": [], ""removed"": [""coffee_cafe""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.417, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3237350955732918812,drinks,0.95,drinks,0.924,CONFIDENCE_UPDATED,-0.026,"{""meal_type"": ""drinks"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Moxy Atlanta Midtown"", ""slug"": ""moxy-atlanta-midtown""}, ""signals"": {""meal_evidence"": {""drinks"": [""cocktail"", ""cocktails"", ""bar"", ""mocktail"", ""whiskey"", ""gin""]}, ""cuisine_evidence"": {}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlstaycation"", ""hosted"", ""marriot"", ""moxyhotels"", ""thingstodoinatlanta""], ""mentions"": [""atllovesmo"", ""highnoteatl"", ""moxyhotels"", ""moxymidtownatl"", ""piedmontpark"", ""whiskey.garden""], ""likes"": 1045, ""comments"": 103, ""video_views"": 11218}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.448, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.394, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3301155809403180728,drinks,0.95,drinks,0.923,CONFIDENCE_UPDATED,-0.027,"{""meal_type"": ""drinks"", ""cuisines"": [""seafood""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Bar Diver"", ""slug"": ""bar-diver""}, ""signals"": {""meal_evidence"": {""breakfast"": [""eggs""], ""dinner"": [""dinner"", ""date night""], ""drinks"": [""cocktail"", ""cocktails"", ""bar"", ""drink"", ""drinks""], ""snack"": [""small bites""]}, ""cuisine_evidence"": {""seafood"": [""shrimp""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlanta"", ""atlblog"", ""atldatenight"", ""atleats""], ""mentions"": [""atllovesmo"", ""bardiveratl"", ""girldiveratl"", ""westsidepaper.atl""], ""likes"": 17821, ""comments"": 163, ""video_views"": 144943}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.395, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""seafood""], ""newly_detected"": [], ""removed"": [""seafood""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.411, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3172049597874501797,drinks,0.95,drinks,0.923,CONFIDENCE_UPDATED,-0.027,"{""meal_type"": ""drinks"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""High Society Buckhead"", ""slug"": ""high-society-buckhead""}, ""signals"": {""meal_evidence"": {""breakfast"": [""waffle""], ""brunch"": [""brunch"", ""mimosa""], ""dinner"": [""dinner"", ""date night""], ""drinks"": [""cocktail"", ""bar"", ""drink"", ""drinks"", ""margarita"", ""martini""]}, ""cuisine_evidence"": {}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlantabrunch"", ""atlantafoodie"", ""atlbrunch"", ""atleats""], ""mentions"": [""atllovesmo"", ""highsocietybuckhead"", ""therooftopathighsociety""], ""likes"": 3954, ""comments"": 59, ""video_views"": 42513}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.373, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.433, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3713737525082323845,drinks,0.95,drinks,0.923,CONFIDENCE_UPDATED,-0.027,"{""meal_type"": ""drinks"", ""cuisines"": [""american"", ""korean"", ""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""cocktail"", ""cocktails"", ""margarita"", ""martini""]}, ""cuisine_evidence"": {""american"": [""burger""], ""korean"": [""kimchi""], ""coffee_cafe"": [""espresso""]}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlblog"", ""atldatenight"", ""atleats"", ""doraville"", ""karaokeatl""], ""mentions"": [""atllovesmo"", ""micsktv""], ""likes"": 1636, ""comments"": 105, ""video_views"": 14710}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.4, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [""american"", ""korean"", ""coffee_cafe""], ""newly_detected"": [], ""removed"": [""korean"", ""coffee_cafe"", ""american""], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.429, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
3372108513374052708,drinks,0.95,drinks,0.922,CONFIDENCE_UPDATED,-0.028,"{""meal_type"": ""drinks"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": ""atlanta-georgia""}, ""signals"": {""meal_evidence"": {""drinks"": [""cocktail"", ""cocktails"", ""bar"", ""drink"", ""drinks""]}, ""cuisine_evidence"": {}, ""content_evidence"": {""food_spot"": [""location_present""]}}, ""metadata"": {""hashtags"": [""atlantabeltline"", ""atlblog"", ""atleats"", ""atlfoodie""], ""mentions"": [""atlantabeltline."", ""atlantawestend"", ""atllovesmo"", ""electrichospitality"", ""leeandwhite"", ""strangersinparadiseatl""], ""likes"": 8057, ""comments"": 126, ""video_views"": 74868}}","{""meal_type_evidence"": {""embedding_label"": ""drinks"", ""embedding_similarity"": 0.347, ""baseline_label"": ""drinks"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}, ""cuisine_evidence"": {""embedding_cuisines"": [], ""embedding_similarities"": {}, ""baseline_cuisines"": [], ""newly_detected"": [], ""removed"": [], ""reason"": ""no_strong_embedding_matches_keep_baseline""}, ""content_type_evidence"": {""embedding_label"": ""food_spot"", ""embedding_similarity"": 0.415, ""baseline_label"": ""food_spot"", ""baseline_confidence"": 0.95, ""override"": false, ""reason"": ""embedding_agrees_boost_baseline""}}"
